driving_distance,from_center,to_center
648.78,GBCTP,NAETP
998.67,GBCTP,SLOTP
599.86,GBCTP,AOETP
693.21,GBCTP,BLGTP
18.88,GBCTP,GBETP
804.13,GBCTP,GFRTP
573.32,GBCTP,GKKTP
470.9,GBCTP,GMNTP
630.93,GBCTP,GSTTP
655.34,GBCTP,NAVTP
599.49,GBCTP,AOLTP
1055.93,GBCTP,CHROR
384.58,GBCTP,GBMTP
502.14,GBCTP,GGITP
573.32,GBCTP,GKLTP
465.88,GBCTP,GMRTP
680.12,GBCTP,GTUTP
652.99,GBCTP,NAMTP
652.99,GBCTP,NAWTP
696.33,GBCTP,AWDTP
1118.64,GBCTP,COSTP
600.87,GBCTP,GBOTP
170.12,GBCTP,GHATP
567.26,GBCTP,GKMTP
571.62,GBCTP,GMZTP
479.84,GBCTP,GWZTP
561.78,GBCTP,NGRTP
690.36,GBCTP,AWGTP
1099.05,GBCTP,CRITP
628.37,GBCTP,GBWOR
627.29,GBCTP,GHBTP
653.4,GBCTP,GKSTP
438.48,GBCTP,GNBTP
883.35,GBCTP,HBSTP
694.13,GBCTP,NLBTP
724.45,GBCTP,BANTP
1054.04,GBCTP,CZATP
597.76,GBCTP,GBYOR
282.64,GBCTP,GHGTP
187.86,GBCTP,GLPTP
280.77,GBCTP,GNDOR
1046.57,GBCTP,HDBTP
659.55,GBCTP,NMSTP
1057.02,GBCTP,CZMTP
202,GBCTP,GDRTP
360.66,GBCTP,GHMTP
273.29,GBCTP,GLUTP
1.36,GBCTP,GNOOR
1091.96,GBCTP,HPCTP
615.78,GBCTP,NNYTP
769.63,GBCTP,BBRTP
636.77,GBCTP,GAKTP
552.7,GBCTP,GDUTP
278.92,GBCTP,GHOTP
619.8,GBCTP,GMATP
528.62,GBCTP,GNWOR
1051.01,GBCTP,HSZTP
691.2,GBCTP,NRDTP
715.02,GFMTP,AGATP
449.67,GFMTP,BGETP
355.94,GFMTP,GAUTP
247.27,GFMTP,GESTP
158.1,GFMTP,GHSTP
394.76,GFMTP,GMHTP
399.33,GFMTP,GOSOR
962.37,GFMTP,HUNOR
455.37,GFMTP,NRSTP
514.22,GFMTP,AIBTP
392.21,GFMTP,BLATP
261.83,GFMTP,GBBTP
102.54,GFMTP,GFDTP
298.23,GFMTP,GJETP
44.62,GFMTP,GMIOR
241.41,GFMTP,LLXTP
405.2,GFMTP,NUTTP
405.2,GFMTP,NUWTP
743.7,GFMTP,AKTTP
373.51,GFMTP,BLETP
373.51,GFMTP,BLMTP
548.48,GFMTP,GBCTP
0,GFMTP,GFMTP
594.55,GFMTP,GKITP
408.72,GFMTP,GMLTP
671.28,GFMTP,GROTP
433.53,GFMTP,NAETP
809.63,GFMTP,SLOTP
552.38,GFMTP,AOETP
320.07,GFMTP,BLGTP
539.54,GFMTP,GBETP
267.73,GFMTP,GFRTP
193.07,GFMTP,GKKTP
290.73,GFMTP,GMNTP
205.05,GFMTP,GSTTP
442,GFMTP,NAVTP
553.55,GFMTP,AOLTP
896.47,GFMTP,CHROR
466.58,GFMTP,GBMTP
68.59,GFMTP,GGITP
193.07,GFMTP,GKLTP
103.82,GFMTP,GMRTP
241.73,GFMTP,GTUTP
440.53,GFMTP,NAMTP
440.53,GFMTP,NAWTP
713.84,GFMTP,AWDTP
1178.32,GFMTP,COSTP
181.13,GFMTP,GBOTP
384.41,GFMTP,GHATP
187.81,GFMTP,GKMTP
42.81,GFMTP,GMZTP
122.54,GFMTP,GWZTP
490.07,GFMTP,NGRTP
715.6,GFMTP,AWGTP
910.01,GFMTP,CRITP
202.5,GFMTP,GBWOR
90.89,GFMTP,GHBTP
117.35,GFMTP,GKSTP
204.92,GFMTP,GNBTP
965.94,GFMTP,HBSTP
456.67,GFMTP,NLBTP
399.03,GFMTP,BANTP
894.58,GFMTP,CZATP
408.72,GFMTP,GBYOR
509.41,GFMTP,GHGTP
396.42,GFMTP,GLPTP
352.78,GFMTP,GNDOR
1219.22,GFMTP,HDBTP
293.4,GFMTP,NMSTP
897.56,GFMTP,CZMTP
471.35,GFMTP,GDRTP
213.8,GFMTP,GHMTP
556.14,GFMTP,GLUTP
547.69,GFMTP,GNOOR
1034.59,GFMTP,HPCTP
342.82,GFMTP,NNYTP
414.56,GFMTP,BBRTP
263.63,GFMTP,GAKTP
225.91,GFMTP,GDUTP
352.95,GFMTP,GHOTP
83.4,GFMTP,GMATP
249.23,GFMTP,GNWOR
1133.6,GFMTP,HSZTP
457.24,GFMTP,NRDTP
1196.88,GKITP,AGATP
706.7,GKITP,BGETP
835.53,GKITP,GAUTP
460.66,GKITP,GESTP
740.65,GKITP,GHSTP
889.64,GKITP,GMHTP
485.64,GKITP,GOSOR
1220.91,GKITP,HUNOR
586.23,GKITP,NRSTP
1004.3,GKITP,AIBTP
679.1,GKITP,BLATP
437.39,GKITP,GBBTP
503.67,GKITP,GFDTP
512.98,GKITP,GJETP
627.17,GKITP,GMIOR
698.85,GKITP,LLXTP
525.19,GKITP,NUTTP
525.19,GKITP,NUWTP
1238.58,GKITP,AKTTP
660.4,GKITP,BLETP
660.4,GKITP,BLMTP
345.25,GKITP,GBCTP
593.02,GKITP,GFMTP
0,GKITP,GKITP
903.61,GKITP,GMLTP
203.6,GKITP,GROTP
554.78,GKITP,NAETP
1304.52,GKITP,SLOTP
1034.24,GKITP,AOETP
628.48,GKITP,BLGTP
360.01,GKITP,GBETP
850.64,GKITP,GFRTP
513.55,GKITP,GKKTP
367.49,GKITP,GMNTP
753.27,GKITP,GSTTP
561.34,GKITP,NAVTP
1035.41,GKITP,AOLTP
1378.33,GKITP,CHROR
205,GKITP,GBMTP
548.64,GKITP,GGITP
513.55,GKITP,GKLTP
495.36,GKITP,GMRTP
802.46,GKITP,GTUTP
558.99,GKITP,NAMTP
558.99,GKITP,NAWTP
1037.47,GKITP,AWDTP
1459.77,GKITP,COSTP
541.1,GKITP,GBOTP
453.5,GKITP,GHATP
507.48,GKITP,GKMTP
618.13,GKITP,GMZTP
605.35,GKITP,GWZTP
381.88,GKITP,NGRTP
1031.49,GKITP,AWGTP
1404.89,GKITP,CRITP
750.71,GKITP,GBWOR
673.79,GKITP,GHBTP
699.9,GKITP,GKSTP
660.13,GKITP,GNBTP
1224.48,GKITP,HBSTP
600.13,GKITP,NLBTP
656.05,GKITP,BANTP
1376.44,GKITP,CZATP
903.61,GKITP,GBYOR
92.06,GKITP,GHGTP
493.38,GKITP,GLPTP
252.22,GKITP,GNDOR
1387.71,GKITP,HDBTP
591.37,GKITP,NMSTP
1379.42,GKITP,CZMTP
543.13,GKITP,GDRTP
390.14,GKITP,GHMTP
83.85,GKITP,GLUTP
345.68,GKITP,GNOOR
1433.1,GKITP,HPCTP
512.69,GKITP,NNYTP
701.45,GKITP,BBRTP
576.99,GKITP,GAKTP
492.93,GKITP,GDUTP
250.37,GKITP,GHOTP
666.3,GKITP,GMATP
458.61,GKITP,GNWOR
1392.14,GKITP,HSZTP
588.1,GKITP,NRDTP
397.95,GMLTP,AGATP
797.45,GMLTP,BGETP
73.37,GMLTP,GAUTP
635.96,GMLTP,GESTP
400.58,GMLTP,GHSTP
15.07,GMLTP,GMHTP
442.62,GMLTP,GOSOR
667.24,GMLTP,HUNOR
844.06,GMLTP,NRSTP
141.53,GMLTP,AIBTP
738.43,GMLTP,BLATP
650.52,GMLTP,GBBTP
385.59,GMLTP,GFDTP
382.44,GMLTP,GJETP
420.96,GMLTP,GMIOR
523.19,GMLTP,LLXTP
793.88,GMLTP,NUTTP
793.88,GMLTP,NUWTP
358.21,GMLTP,AKTTP
726.26,GMLTP,BLETP
726.26,GMLTP,BLMTP
591.78,GMLTP,GBCTP
416.43,GMLTP,GFMTP
898.18,GMLTP,GKITP
0,GMLTP,GMLTP
785.2,GMLTP,GROTP
822.21,GMLTP,NAETP
424.14,GMLTP,SLOTP
281.82,GMLTP,AOETP
652.17,GMLTP,BLGTP
583.22,GMLTP,GBETP
344.36,GMLTP,GFRTP
581.76,GMLTP,GKKTP
684.86,GMLTP,GMNTP
220.35,GMLTP,GSTTP
830.68,GMLTP,NAVTP
258.42,GMLTP,AOLTP
559.1,GMLTP,CHROR
770.2,GMLTP,GBMTP
473.93,GMLTP,GGITP
581.76,GMLTP,GKLTP
509.16,GMLTP,GMRTP
247.81,GMLTP,GTUTP
829.22,GMLTP,NAMTP
829.22,GMLTP,NAWTP
443.28,GMLTP,AWDTP
840.1,GMLTP,COSTP
560.05,GMLTP,GBOTP
448.62,GMLTP,GHATP
576.49,GMLTP,GKMTP
419.92,GMLTP,GMZTP
303.21,GMLTP,GWZTP
839.67,GMLTP,NGRTP
445.03,GMLTP,AWGTP
524.52,GMLTP,CRITP
221.87,GMLTP,GBWOR
336.83,GMLTP,GHBTP
376.1,GMLTP,GKSTP
201.32,GMLTP,GNBTP
670.81,GMLTP,HBSTP
845.36,GMLTP,NLBTP
762.38,GMLTP,BANTP
556.06,GMLTP,CZATP
0,GMLTP,GBYOR
813.04,GMLTP,GHGTP
439.71,GMLTP,GLPTP
642.98,GMLTP,GNDOR
924.09,GMLTP,HDBTP
663.29,GMLTP,NMSTP
559.04,GMLTP,CZMTP
478.56,GMLTP,GDRTP
504,GMLTP,GHMTP
836.94,GMLTP,GLUTP
590.98,GMLTP,GNOOR
747.89,GMLTP,HPCTP
716.27,GMLTP,NNYTP
756.7,GMLTP,BBRTP
633.52,GMLTP,GAKTP
614.59,GMLTP,GDUTP
664.55,GMLTP,GHOTP
347.64,GMLTP,GMATP
637.92,GMLTP,GNWOR
838.47,GMLTP,HSZTP
822.7,GMLTP,NRDTP
1083.51,GROTP,AGATP
795.7,GROTP,BGETP
758.22,GROTP,GAUTP
549.67,GROTP,GESTP
818.76,GROTP,GHSTP
776.28,GROTP,GMHTP
372.6,GROTP,GOSOR
1094.64,GROTP,HUNOR
675.23,GROTP,NRSTP
943.19,GROTP,AIBTP
768.1,GROTP,BLATP
526.4,GROTP,GBBTP
581.77,GROTP,GFDTP
450.15,GROTP,GJETP
705.28,GROTP,GMIOR
787.86,GROTP,LLXTP
614.2,GROTP,NUTTP
614.2,GROTP,NUWTP
1125.21,GROTP,AKTTP
749.41,GROTP,BLETP
749.41,GROTP,BLMTP
218.98,GROTP,GBCTP
671.13,GROTP,GFMTP
201.79,GROTP,GKITP
790.24,GROTP,GMLTP
0,GROTP,GROTP
643.79,GROTP,NAETP
1191.15,GROTP,SLOTP
814.72,GROTP,AOETP
722.44,GROTP,BLGTP
233.74,GROTP,GBETP
928.74,GROTP,GFRTP
602.56,GROTP,GKKTP
456.5,GROTP,GMNTP
823.4,GROTP,GSTTP
650.35,GROTP,NAVTP
814.34,GROTP,AOLTP
1264.96,GROTP,CHROR
294.01,GROTP,GBMTP
626.75,GROTP,GGITP
602.56,GROTP,GKLTP
573.47,GROTP,GMRTP
869.42,GROTP,GTUTP
648,GROTP,NAMTP
648,GROTP,NAWTP
911.19,GROTP,AWDTP
1333.49,GROTP,COSTP
637.64,GROTP,GBOTP
362.6,GROTP,GHATP
604.03,GROTP,GKMTP
696.23,GROTP,GMZTP
672.32,GROTP,GWZTP
470.88,GROTP,NGRTP
905.21,GROTP,AWGTP
1291.53,GROTP,CRITP
817.68,GROTP,GBWOR
751.9,GROTP,GHBTP
778.01,GROTP,GKSTP
630.96,GROTP,GNBTP
1098.2,GROTP,HBSTP
689.14,GROTP,NLBTP
745.06,GROTP,BANTP
1263.07,GROTP,CZATP
790.24,GROTP,GBYOR
185.97,GROTP,GHGTP
380.34,GROTP,GLPTP
330.33,GROTP,GNDOR
1351.49,GROTP,HDBTP
680.38,GROTP,NMSTP
1266.05,GROTP,CZMTP
416.85,GROTP,GDRTP
468.24,GROTP,GHMTP
123.06,GROTP,GLUTP
219.41,GROTP,GNOOR
1306.82,GROTP,HPCTP
601.69,GROTP,NNYTP
790.46,GROTP,BBRTP
673.54,GROTP,GAKTP
581.93,GROTP,GDUTP
328.48,GROTP,GHOTP
744.41,GROTP,GMATP
547.62,GROTP,GNWOR
1265.87,GROTP,HSZTP
677.11,GROTP,NRDTP
1139.64,NAETP,AGATP
207.12,NAETP,BGETP
759.21,NAETP,GAUTP
205.17,NAETP,GESTP
476.77,NAETP,GHSTP
819.38,NAETP,GMHTP
621.56,NAETP,GOSOR
1386.99,NAETP,HUNOR
76,NAETP,NRSTP
920.27,NAETP,AIBTP
193.6,NAETP,BLATP
216.49,NAETP,GBBTP
489.22,NAETP,GFDTP
579.56,NAETP,GJETP
434.26,NAETP,GMIOR
393.41,NAETP,LLXTP
42.32,NAETP,NUTTP
42.32,NAETP,NUWTP
1168.32,NAETP,AKTTP
208.66,NAETP,BLETP
208.66,NAETP,BLMTP
649.01,NAETP,GBCTP
433.7,NAETP,GFMTP
546.03,NAETP,GKITP
822.96,NAETP,GMLTP
633.71,NAETP,GROTP
0,NAETP,NAETP
1234.26,NAETP,SLOTP
977.01,NAETP,AOETP
240.61,NAETP,BLGTP
640.45,NAETP,GBETP
673.79,NAETP,GFRTP
253.7,NAETP,GKKTP
217.83,NAETP,GMNTP
611.1,NAETP,GSTTP
10.98,NAETP,NAVTP
978.17,NAETP,AOLTP
1321.09,NAETP,CHROR
354.83,NAETP,GBMTP
399.83,NAETP,GGITP
253.7,NAETP,GKLTP
436.25,NAETP,GMRTP
647.79,NAETP,GTUTP
11.28,NAETP,NAMTP
11.28,NAETP,NAWTP
1138.47,NAETP,AWDTP
1602.95,NAETP,COSTP
285.73,NAETP,GBOTP
589.41,NAETP,GHATP
252.12,NAETP,GKMTP
422.37,NAETP,GMZTP
547.16,NAETP,GWZTP
177.12,NAETP,NGRTP
1140.22,NAETP,AWGTP
1334.63,NAETP,CRITP
608.55,NAETP,GBWOR
496.94,NAETP,GHBTP
475.88,NAETP,GKSTP
629.54,NAETP,GNBTP
1390.56,NAETP,HBSTP
48.38,NAETP,NLBTP
156.48,NAETP,BANTP
1319.2,NAETP,CZATP
822.96,NAETP,GBYOR
460.89,NAETP,GHGTP
629.3,NAETP,GLPTP
372.91,NAETP,GNDOR
1643.84,NAETP,HDBTP
203.5,NAETP,NMSTP
1322.18,NAETP,CZMTP
737.45,NAETP,GDRTP
420.32,NAETP,GHMTP
518.56,NAETP,GLUTP
648.21,NAETP,GNOOR
1459.21,NAETP,HPCTP
108.69,NAETP,NNYTP
208.4,NAETP,BBRTP
219.32,NAETP,GAKTP
232.34,NAETP,GDUTP
383.07,NAETP,GHOTP
489.45,NAETP,GMATP
196.79,NAETP,GNWOR
1558.22,NAETP,HSZTP
76.89,NAETP,NRDTP
201.24,SLOTP,AGATP
1247.63,SLOTP,BGETP
498.86,SLOTP,GAUTP
1045.23,SLOTP,GESTP
826.07,SLOTP,GHSTP
411.94,SLOTP,GMHTP
847.46,SLOTP,GOSOR
459.8,SLOTP,HUNOR
1253.33,SLOTP,NRSTP
457.16,SLOTP,AIBTP
1190.17,SLOTP,BLATP
1036.85,SLOTP,GBBTP
790.43,SLOTP,GFDTP
787.28,SLOTP,GJETP
842.58,SLOTP,GMIOR
948.67,SLOTP,LLXTP
1203.16,SLOTP,NUTTP
1203.16,SLOTP,NUWTP
91.62,SLOTP,AKTTP
1171.47,SLOTP,BLETP
1171.47,SLOTP,BLMTP
996.61,SLOTP,GBCTP
806.84,SLOTP,GFMTP
1289.59,SLOTP,GKITP
420.32,SLOTP,GMLTP
1190.04,SLOTP,GROTP
1231.49,SLOTP,NAETP
0,SLOTP,SLOTP
410.64,SLOTP,AOETP
1077.65,SLOTP,BLGTP
988.06,SLOTP,GBETP
835.76,SLOTP,GFRTP
991.03,SLOTP,GKKTP
1089.7,SLOTP,GMNTP
645.84,SLOTP,GSTTP
1239.96,SLOTP,NAVTP
411.8,SLOTP,AOLTP
140.54,SLOTP,CHROR
1161.61,SLOTP,GBMTP
862.89,SLOTP,GGITP
991.03,SLOTP,GKLTP
898.12,SLOTP,GMRTP
673.3,SLOTP,GTUTP
1238.49,SLOTP,NAMTP
1238.49,SLOTP,NAWTP
379.06,SLOTP,AWDTP
421.54,SLOTP,COSTP
979.09,SLOTP,GBOTP
853.46,SLOTP,GHATP
985.77,SLOTP,GKMTP
841.54,SLOTP,GMZTP
691.64,SLOTP,GWZTP
1244.5,SLOTP,NGRTP
383.38,SLOTP,AWGTP
115.7,SLOTP,CRITP
647.36,SLOTP,GBWOR
762.31,SLOTP,GHBTP
802.8,SLOTP,GKSTP
606.16,SLOTP,GNBTP
463.37,SLOTP,HBSTP
1254.63,SLOTP,NLBTP
1196.99,SLOTP,BANTP
137.5,SLOTP,CZATP
420.32,SLOTP,GBYOR
1204.44,SLOTP,GHGTP
844.55,SLOTP,GLPTP
1047.81,SLOTP,GNDOR
712.99,SLOTP,HDBTP
1091.36,SLOTP,NMSTP
140.48,SLOTP,CZMTP
854.66,SLOTP,GDRTP
908.84,SLOTP,GHMTP
1241.77,SLOTP,GLUTP
995.82,SLOTP,GNOOR
391.65,SLOTP,HPCTP
1140.78,SLOTP,NNYTP
1182.18,SLOTP,BBRTP
1061.59,SLOTP,GAKTP
1023.87,SLOTP,GDUTP
1050.3,SLOTP,GHOTP
773.12,SLOTP,GMATP
1047.19,SLOTP,GNWOR
627.37,SLOTP,HSZTP
1255.2,SLOTP,NRDTP
221.42,AOETP,AGATP
991.49,AOETP,BGETP
310,AOETP,GAUTP
789.09,AOETP,GESTP
658.26,AOETP,GHSTP
236.7,AOETP,GMHTP
495.42,AOETP,GOSOR
430.71,AOETP,HUNOR
997.19,AOETP,NRSTP
316.11,AOETP,AIBTP
934.03,AOETP,BLATP
780.7,AOETP,GBBTP
534.28,AOETP,GFDTP
513.25,AOETP,GJETP
586.43,AOETP,GMIOR
778.77,AOETP,LLXTP
947.01,AOETP,NUTTP
947.01,AOETP,NUWTP
249.04,AOETP,AKTTP
915.33,AOETP,BLETP
915.33,AOETP,BLMTP
601.08,AOETP,GBCTP
550.7,AOETP,GFMTP
942.7,AOETP,GKITP
256.76,AOETP,GMLTP
817.22,AOETP,GROTP
975.34,AOETP,NAETP
408.22,AOETP,SLOTP
0,AOETP,AOETP
861.88,AOETP,BLGTP
592.97,AOETP,GBETP
646.9,AOETP,GFRTP
734.88,AOETP,GKKTP
833.55,AOETP,GMNTP
456.98,AOETP,GSTTP
983.81,AOETP,NAVTP
1.39,AOETP,AOLTP
402.87,AOETP,CHROR
850.45,AOETP,GBMTP
606.74,AOETP,GGITP
734.88,AOETP,GKLTP
641.98,AOETP,GMRTP
484.44,AOETP,GTUTP
982.35,AOETP,NAMTP
982.35,AOETP,NAWTP
182.18,AOETP,AWDTP
669.57,AOETP,COSTP
722.94,AOETP,GBOTP
579.43,AOETP,GHATP
729.62,AOETP,GKMTP
585.39,AOETP,GMZTP
435.49,AOETP,GWZTP
988.36,AOETP,NGRTP
183.94,AOETP,AWGTP
544.16,AOETP,CRITP
458.5,AOETP,GBWOR
545.61,AOETP,GHBTP
617.91,AOETP,GKSTP
350.01,AOETP,GNBTP
434.28,AOETP,HBSTP
998.48,AOETP,NLBTP
940.84,AOETP,BANTP
400.98,AOETP,CZATP
256.76,AOETP,GBYOR
893.28,AOETP,GHGTP
492.76,AOETP,GLPTP
746.65,AOETP,GNDOR
687.56,AOETP,HDBTP
835.21,AOETP,NMSTP
403.96,AOETP,CZMTP
391.69,AOETP,GDRTP
652.69,AOETP,GHMTP
868.96,AOETP,GLUTP
600.28,AOETP,GNOOR
642.89,AOETP,HPCTP
884.64,AOETP,NNYTP
956.38,AOETP,BBRTP
805.44,AOETP,GAKTP
767.72,AOETP,GDUTP
744.79,AOETP,GHOTP
554.69,AOETP,GMATP
791.04,AOETP,GNWOR
601.94,AOETP,HSZTP
999.06,AOETP,NRDTP
1023.69,BLGTP,AGATP
157.85,BLGTP,BGETP
587.46,BLGTP,GAUTP
173.6,BLGTP,GESTP
288.32,BLGTP,GHSTP
664.11,BLGTP,GMHTP
622.38,BLGTP,GOSOR
1271.04,BLGTP,HUNOR
230.05,BLGTP,NRSTP
748.53,BLGTP,AIBTP
98.83,BLGTP,BLATP
191.37,BLGTP,GBBTP
402.36,BLGTP,GFDTP
536.82,BLGTP,GJETP
276.21,BLGTP,GMIOR
161.43,BLGTP,LLXTP
214.94,BLGTP,NUTTP
214.94,BLGTP,NUWTP
1013.29,BLGTP,AKTTP
86.66,BLGTP,BLETP
86.66,BLGTP,BLMTP
691.68,BLGTP,GBCTP
317.75,BLGTP,GFMTP
628.08,BLGTP,GKITP
651.21,BLGTP,GMLTP
715.75,BLGTP,GROTP
239.36,BLGTP,NAETP
1079.22,BLGTP,SLOTP
861.06,BLGTP,AOETP
0,BLGTP,BLGTP
683.12,BLGTP,GBETP
468.82,BLGTP,GFRTP
126.15,BLGTP,GKKTP
272.43,BLGTP,GMNTP
451.96,BLGTP,GSTTP
247.83,BLGTP,NAVTP
862.22,BLGTP,AOLTP
1205.14,BLGTP,CHROR
434.1,BLGTP,GBMTP
291.08,BLGTP,GGITP
126.15,BLGTP,GKLTP
327.5,BLGTP,GMRTP
476.04,BLGTP,GTUTP
247.8,BLGTP,NAMTP
247.8,BLGTP,NAWTP
1022.52,BLGTP,AWDTP
1487,BLGTP,COSTP
154.94,BLGTP,GBOTP
577.8,BLGTP,GHATP
139.97,BLGTP,GKMTP
274.08,BLGTP,GMZTP
431.21,BLGTP,GWZTP
372.48,BLGTP,NGRTP
1024.27,BLGTP,AWGTP
1179.6,BLGTP,CRITP
449.41,BLGTP,GBWOR
357.87,BLGTP,GHBTP
272.23,BLGTP,GKSTP
513.59,BLGTP,GNBTP
1274.61,BLGTP,HBSTP
271.33,BLGTP,NLBTP
131.37,BLGTP,BANTP
1203.25,BLGTP,CZATP
651.21,BLGTP,GBYOR
542.93,BLGTP,GHGTP
618.82,BLGTP,GLPTP
415.58,BLGTP,GNDOR
1527.89,BLGTP,HDBTP
38.47,BLGTP,NMSTP
1206.23,BLGTP,CZMTP
709.94,BLGTP,GDRTP
391.6,BLGTP,GHMTP
600.61,BLGTP,GLUTP
690.88,BLGTP,GNOOR
1343.26,BLGTP,HPCTP
170.58,BLGTP,NNYTP
121.18,BLGTP,BBRTP
65.18,BLGTP,GAKTP
138.27,BLGTP,GDUTP
425.74,BLGTP,GHOTP
325.36,BLGTP,GMATP
175.56,BLGTP,GNWOR
1442.27,BLGTP,HSZTP
231.04,BLGTP,NRDTP
865.98,GBETP,AGATP
766.62,GBETP,BGETP
557.28,GBETP,GAUTP
522.29,GBETP,GESTP
685.67,GBETP,GHSTP
575.33,GBETP,GMHTP
171.65,GBETP,GOSOR
871.18,GBETP,HUNOR
680.85,GBETP,NRSTP
742.24,GBETP,AIBTP
738.8,GBETP,BLATP
505.88,GBETP,GBBTP
436.7,GBETP,GFDTP
249.2,GBETP,GJETP
572.2,GBETP,GMIOR
753.64,GBETP,LLXTP
619.81,GBETP,NUTTP
619.81,GBETP,NUWTP
924.26,GBETP,AKTTP
720.1,GBETP,BLETP
720.1,GBETP,BLMTP
19.42,GBETP,GBCTP
538.05,GBETP,GFMTP
361.05,GBETP,GKITP
589.29,GBETP,GMLTP
235.57,GBETP,GROTP
640.31,GBETP,NAETP
990.2,GBETP,SLOTP
591.26,GBETP,AOETP
684.74,GBETP,BLGTP
0,GBETP,GBETP
795.66,GBETP,GFRTP
564.85,GBETP,GKKTP
462.43,GBETP,GMNTP
622.46,GBETP,GSTTP
646.87,GBETP,NAVTP
590.89,GBETP,AOLTP
1047.33,GBETP,CHROR
376.1,GBETP,GBMTP
493.67,GBETP,GGITP
564.85,GBETP,GKLTP
457.41,GBETP,GMRTP
671.64,GBETP,GTUTP
644.52,GBETP,NAMTP
644.52,GBETP,NAWTP
687.74,GBETP,AWDTP
1110.04,GBETP,COSTP
592.4,GBETP,GBOTP
161.65,GBETP,GHATP
558.78,GBETP,GKMTP
563.15,GBETP,GMZTP
471.37,GBETP,GWZTP
553.3,GBETP,NGRTP
681.76,GBETP,AWGTP
1090.58,GBETP,CRITP
619.9,GBETP,GBWOR
618.82,GBETP,GHBTP
644.93,GBETP,GKSTP
430.01,GBETP,GNBTP
874.75,GBETP,HBSTP
685.66,GBETP,NLBTP
715.98,GBETP,BANTP
1045.44,GBETP,CZATP
589.29,GBETP,GBYOR
296.65,GBETP,GHGTP
179.39,GBETP,GLPTP
272.3,GBETP,GNDOR
1037.98,GBETP,HDBTP
651.08,GBETP,NMSTP
1048.42,GBETP,CZMTP
193.4,GBETP,GDRTP
352.18,GBETP,GHMTP
287.31,GBETP,GLUTP
18.63,GBETP,GNOOR
1083.37,GBETP,HPCTP
619.85,GBETP,NNYTP
761.15,GBETP,BBRTP
628.3,GBETP,GAKTP
544.23,GBETP,GDUTP
270.6,GBETP,GHOTP
611.33,GBETP,GMATP
520.15,GBETP,GNWOR
1042.41,GBETP,HSZTP
682.72,GBETP,NRDTP
770.95,GFRTP,AGATP
577.34,GFRTP,BGETP
347.46,GFRTP,GAUTP
487.91,GFRTP,GESTP
201.41,GFRTP,GHSTP
357.7,GFRTP,GMHTP
656.62,GFRTP,GOSOR
1059.48,GFRTP,HUNOR
654.55,GFRTP,NRSTP
375.07,GFRTP,AIBTP
514.17,GFRTP,BLATP
502.47,GFRTP,GBBTP
369.36,GFRTP,GFDTP
555.52,GFRTP,GJETP
272.91,GFRTP,GMIOR
311.67,GFRTP,LLXTP
645.84,GFRTP,NUTTP
645.84,GFRTP,NUWTP
700.83,GFRTP,AKTTP
530.69,GFRTP,BLETP
530.69,GFRTP,BLMTP
805.77,GFRTP,GBCTP
268.38,GFRTP,GFMTP
851.84,GFRTP,GKITP
347.48,GFRTP,GMLTP
928.57,GFRTP,GROTP
674.16,GFRTP,NAETP
766.77,GFRTP,SLOTP
649.49,GFRTP,AOETP
469.21,GFRTP,BLGTP
797.22,GFRTP,GBETP
0,GFRTP,GFRTP
433.71,GFRTP,GKKTP
548.02,GFRTP,GMNTP
201.29,GFRTP,GSTTP
682.64,GFRTP,NAVTP
650.65,GFRTP,AOLTP
901.72,GFRTP,CHROR
723.86,GFRTP,GBMTP
325.88,GFRTP,GGITP
433.71,GFRTP,GKLTP
361.11,GFRTP,GMRTP
167.54,GFRTP,GTUTP
681.17,GFRTP,NAMTP
681.17,GFRTP,NAWTP
810.95,GFRTP,AWDTP
1182.72,GFRTP,COSTP
407.75,GFRTP,GBOTP
641.7,GFRTP,GHATP
428.44,GFRTP,GKMTP
271.88,GFRTP,GMZTP
321.5,GFRTP,GWZTP
730.71,GFRTP,NGRTP
814.7,GFRTP,AWGTP
882.57,GFRTP,CRITP
201.53,GFRTP,GBWOR
188.78,GFRTP,GHBTP
221.9,GFRTP,GKSTP
401.67,GFRTP,GNBTP
1063.04,GFRTP,HBSTP
697.31,GFRTP,NLBTP
550.86,GFRTP,BANTP
898.68,GFRTP,CZATP
347.48,GFRTP,GBYOR
766.7,GFRTP,GHGTP
653.5,GFRTP,GLPTP
610.07,GFRTP,GNDOR
1316.33,GFRTP,HDBTP
469.39,GFRTP,NMSTP
901.66,GFRTP,CZMTP
685.57,GFRTP,GDRTP
471.09,GFRTP,GHMTP
909.61,GFRTP,GLUTP
804.98,GFRTP,GNOOR
1090.52,GFRTP,HPCTP
563.97,GFRTP,NNYTP
545.18,GFRTP,BBRTP
481.22,GFRTP,GAKTP
466.54,GFRTP,GDUTP
610.24,GFRTP,GHOTP
199.59,GFRTP,GMATP
489.87,GFRTP,GNWOR
1230.7,GFRTP,HSZTP
655.55,GFRTP,NRDTP
898.32,GKKTP,AGATP
259.87,GKKTP,BGETP
517.9,GKKTP,GAUTP
72.41,GKKTP,GESTP
252.99,GKKTP,GHSTP
578.07,GKKTP,GMHTP
503.37,GKKTP,GOSOR
1145.68,GKKTP,HUNOR
255.44,GKKTP,NRSTP
678.96,GKKTP,AIBTP
