driving_distance,from_center,to_center
807.35,GTUTP,CZATP
247.42,GTUTP,GBYOR
718.62,GTUTP,GHGTP
528.28,GTUTP,GLPTP
561.98,GTUTP,GNDOR
1152.54,GTUTP,HDBTP
488.68,GTUTP,NMSTP
810.33,GTUTP,CZMTP
564.85,GTUTP,GDRTP
423.01,GTUTP,GHMTP
765.34,GTUTP,GLUTP
679.76,GTUTP,GNOOR
967.9,GTUTP,HPCTP
541.66,GTUTP,NNYTP
582.1,GTUTP,BBRTP
458.92,GTUTP,GAKTP
439.99,GTUTP,GDUTP
562.16,GTUTP,GHOTP
173.03,GTUTP,GMATP
463.31,GTUTP,GNWOR
1066.92,GTUTP,HSZTP
648.09,GTUTP,NRDTP
1150.17,NAMTP,AGATP
1150.17,NAWTP,AGATP
217.02,NAMTP,BGETP
217.02,NAWTP,BGETP
769.74,NAMTP,GAUTP
769.74,NAWTP,GAUTP
215.7,NAMTP,GESTP
215.7,NAWTP,GESTP
486.67,NAMTP,GHSTP
486.67,NAWTP,GHSTP
829.91,NAMTP,GMHTP
829.91,NAWTP,GMHTP
631.79,NAMTP,GOSOR
631.79,NAWTP,GOSOR
1397.52,NAMTP,HUNOR
1397.52,NAWTP,HUNOR
78.01,NAMTP,NRSTP
78.01,NAWTP,NRSTP
930.8,NAMTP,AIBTP
930.8,NAWTP,AIBTP
203.5,NAMTP,BLATP
203.5,NAWTP,BLATP
227.02,NAMTP,GBBTP
227.02,NAWTP,GBBTP
499.76,NAMTP,GFDTP
499.76,NAWTP,GFDTP
590.09,NAMTP,GJETP
590.09,NAWTP,GJETP
444.79,NAMTP,GMIOR
444.79,NAWTP,GMIOR
403.31,NAMTP,LLXTP
403.31,NAWTP,LLXTP
52.23,NAMTP,NUTTP
52.23,NAMTP,NUWTP
52.23,NAWTP,NUTTP
52.23,NAWTP,NUWTP
1178.85,NAMTP,AKTTP
1178.85,NAWTP,AKTTP
218.56,NAMTP,BLETP
218.56,NAMTP,BLMTP
218.56,NAWTP,BLETP
218.56,NAWTP,BLMTP
659.24,NAMTP,GBCTP
659.24,NAWTP,GBCTP
444.23,NAMTP,GFMTP
444.23,NAWTP,GFMTP
556.26,NAMTP,GKITP
556.26,NAWTP,GKITP
833.49,NAMTP,GMLTP
833.49,NAWTP,GMLTP
643.94,NAMTP,GROTP
643.94,NAWTP,GROTP
11.57,NAMTP,NAETP
11.57,NAWTP,NAETP
1244.79,NAMTP,SLOTP
1244.79,NAWTP,SLOTP
987.42,NAMTP,AOETP
987.42,NAWTP,AOETP
250.51,NAMTP,BLGTP
250.51,NAWTP,BLGTP
650.68,NAMTP,GBETP
650.68,NAWTP,GBETP
684.32,NAMTP,GFRTP
684.32,NAWTP,GFRTP
269.04,NAMTP,GKKTP
269.04,NAWTP,GKKTP
228.07,NAMTP,GMNTP
228.07,NAWTP,GMNTP
621.63,NAMTP,GSTTP
621.63,NAWTP,GSTTP
11.6,NAMTP,NAVTP
11.6,NAWTP,NAVTP
988.7,NAMTP,AOLTP
988.7,NAWTP,AOLTP
1331.62,NAMTP,CHROR
1331.62,NAWTP,CHROR
365.06,NAMTP,GBMTP
365.06,NAWTP,GBMTP
410.36,NAMTP,GGITP
410.36,NAWTP,GGITP
269.04,NAMTP,GKLTP
269.04,NAWTP,GKLTP
446.78,NAMTP,GMRTP
446.78,NAWTP,GMRTP
658.32,NAMTP,GTUTP
658.32,NAWTP,GTUTP
0,NAMTP,NAMTP
0,NAMTP,NAWTP
0,NAWTP,NAMTP
0,NAWTP,NAWTP
1149,NAMTP,AWDTP
1149,NAWTP,AWDTP
1613.47,NAMTP,COSTP
1613.47,NAWTP,COSTP
296.26,NAMTP,GBOTP
296.26,NAWTP,GBOTP
599.64,NAMTP,GHATP
599.64,NAWTP,GHATP
262.65,NAMTP,GKMTP
262.65,NAWTP,GKMTP
432.9,NAMTP,GMZTP
432.9,NAWTP,GMZTP
557.69,NAMTP,GWZTP
557.69,NAWTP,GWZTP
187.35,NAMTP,NGRTP
187.35,NAWTP,NGRTP
1150.75,NAMTP,AWGTP
1150.75,NAWTP,AWGTP
1345.16,NAMTP,CRITP
1345.16,NAWTP,CRITP
619.08,NAMTP,GBWOR
619.08,NAWTP,GBWOR
507.47,NAMTP,GHBTP
507.47,NAWTP,GHBTP
485.78,NAMTP,GKSTP
485.78,NAWTP,GKSTP
640.07,NAMTP,GNBTP
640.07,NAWTP,GNBTP
1401.09,NAMTP,HBSTP
1401.09,NAWTP,HBSTP
50.39,NAMTP,NLBTP
50.39,NAWTP,NLBTP
166.38,NAMTP,BANTP
166.38,NAWTP,BANTP
1329.73,NAMTP,CZATP
1329.73,NAWTP,CZATP
833.49,NAMTP,GBYOR
833.49,NAWTP,GBYOR
471.12,NAMTP,GHGTP
471.12,NAWTP,GHGTP
639.53,NAMTP,GLPTP
639.53,NAWTP,GLPTP
383.14,NAMTP,GNDOR
383.14,NAWTP,GNDOR
1654.37,NAMTP,HDBTP
1654.37,NAWTP,HDBTP
213.41,NAMTP,NMSTP
213.41,NAWTP,NMSTP
1332.71,NAMTP,CZMTP
1332.71,NAWTP,CZMTP
747.68,NAMTP,GDRTP
747.68,NAWTP,GDRTP
430.85,NAMTP,GHMTP
430.85,NAWTP,GHMTP
528.79,NAMTP,GLUTP
528.79,NAWTP,GLUTP
658.45,NAMTP,GNOOR
658.45,NAWTP,GNOOR
1469.74,NAMTP,HPCTP
1469.74,NAWTP,HPCTP
118.59,NAMTP,NNYTP
118.59,NAWTP,NNYTP
218.3,NAMTP,BBRTP
218.3,NAWTP,BBRTP
229.22,NAMTP,GAKTP
229.22,NAWTP,GAKTP
242.87,NAMTP,GDUTP
242.87,NAWTP,GDUTP
393.3,NAMTP,GHOTP
393.3,NAWTP,GHOTP
499.98,NAMTP,GMATP
499.98,NAWTP,GMATP
207.32,NAMTP,GNWOR
207.32,NAWTP,GNWOR
1568.75,NAMTP,HSZTP
1568.75,NAWTP,HSZTP
78.9,NAMTP,NRDTP
78.9,NAWTP,NRDTP
192.49,AWDTP,AGATP
1153.58,AWDTP,BGETP
472.09,AWDTP,GAUTP
951.18,AWDTP,GESTP
820.35,AWDTP,GHSTP
398.79,AWDTP,GMHTP
591.1,AWDTP,GOSOR
243.63,AWDTP,HUNOR
1159.28,AWDTP,NRSTP
478.08,AWDTP,AIBTP
1096.12,AWDTP,BLATP
942.79,AWDTP,GBBTP
696.38,AWDTP,GFDTP
654.34,AWDTP,GJETP
748.52,AWDTP,GMIOR
940.86,AWDTP,LLXTP
1109.11,AWDTP,NUTTP
1109.11,AWDTP,NUWTP
299.1,AWDTP,AKTTP
1077.42,AWDTP,BLETP
1077.42,AWDTP,BLMTP
696.76,AWDTP,GBCTP
712.79,AWDTP,GFMTP
1074.11,AWDTP,GKITP
418.86,AWDTP,GMLTP
912.91,AWDTP,GROTP
1137.43,AWDTP,NAETP
379.2,AWDTP,SLOTP
181.61,AWDTP,AOETP
1023.98,AWDTP,BLGTP
688.65,AWDTP,GBETP
808.99,AWDTP,GFRTP
896.98,AWDTP,GKKTP
995.65,AWDTP,GMNTP
619.07,AWDTP,GSTTP
1145.91,AWDTP,NAVTP
182.89,AWDTP,AOLTP
373.84,AWDTP,CHROR
946.13,AWDTP,GBMTP
768.84,AWDTP,GGITP
896.98,AWDTP,GKLTP
804.07,AWDTP,GMRTP
646.53,AWDTP,GTUTP
1144.43,AWDTP,NAMTP
1144.43,AWDTP,NAWTP
0,AWDTP,AWDTP
482.48,AWDTP,COSTP
885.03,AWDTP,GBOTP
627.55,AWDTP,GHATP
891.72,AWDTP,GKMTP
747.49,AWDTP,GMZTP
597.59,AWDTP,GWZTP
1123.33,AWDTP,NGRTP
5.31,AWDTP,AWGTP
515.14,AWDTP,CRITP
620.48,AWDTP,GBWOR
707.7,AWDTP,GHBTP
780,AWDTP,GKSTP
512.1,AWDTP,GNBTP
247.19,AWDTP,HBSTP
1160.58,AWDTP,NLBTP
1102.94,AWDTP,BANTP
371.95,AWDTP,CZATP
418.86,AWDTP,GBYOR
988.96,AWDTP,GHGTP
588.44,AWDTP,GLPTP
842.33,AWDTP,GNDOR
500.48,AWDTP,HDBTP
997.3,AWDTP,NMSTP
374.93,AWDTP,CZMTP
487.37,AWDTP,GDRTP
816,AWDTP,GHMTP
964.64,AWDTP,GLUTP
695.96,AWDTP,GNOOR
455.81,AWDTP,HPCTP
1046.73,AWDTP,NNYTP
1118.47,AWDTP,BBRTP
967.53,AWDTP,GAKTP
929.81,AWDTP,GDUTP
840.48,AWDTP,GHOTP
716.78,AWDTP,GMATP
953.14,AWDTP,GNWOR
414.86,AWDTP,HSZTP
1161.15,AWDTP,NRDTP
474.4,COSTP,AGATP
1617.29,COSTP,BGETP
916.25,COSTP,GAUTP
1414.89,COSTP,GESTP
1243.46,COSTP,GHSTP
829.33,COSTP,GMHTP
1015.43,COSTP,GOSOR
263.33,COSTP,HUNOR
1622.99,COSTP,NRSTP
874.55,COSTP,AIBTP
1559.83,COSTP,BLATP
1406.5,COSTP,GBBTP
1160.08,COSTP,GFDTP
1038.32,COSTP,GJETP
1212.23,COSTP,GMIOR
1366.07,COSTP,LLXTP
1572.82,COSTP,NUTTP
1572.82,COSTP,NUWTP
509.02,COSTP,AKTTP
1541.13,COSTP,BLETP
1541.13,COSTP,BLMTP
1121.09,COSTP,GBCTP
1176.5,COSTP,GFMTP
1462.72,COSTP,GKITP
837.71,COSTP,GMLTP
1337.24,COSTP,GROTP
1601.14,COSTP,NAETP
423.47,COSTP,SLOTP
683.68,COSTP,AOETP
1487.69,COSTP,BLGTP
1112.98,COSTP,GBETP
1179.61,COSTP,GFRTP
1360.69,COSTP,GKKTP
1459.35,COSTP,GMNTP
1063.23,COSTP,GSTTP
1609.61,COSTP,NAVTP
684.96,COSTP,AOLTP
286.4,COSTP,CHROR
1370.46,COSTP,GBMTP
1232.54,COSTP,GGITP
1360.69,COSTP,GKLTP
1267.78,COSTP,GMRTP
1090.69,COSTP,GTUTP
1608.14,COSTP,NAMTP
1608.14,COSTP,NAWTP
487.13,COSTP,AWDTP
0,COSTP,COSTP
1348.74,COSTP,GBOTP
1051.88,COSTP,GHATP
1355.42,COSTP,GKMTP
1211.2,COSTP,GMZTP
1061.29,COSTP,GWZTP
1547.66,COSTP,NGRTP
481.41,COSTP,AWGTP
442.33,COSTP,CRITP
1064.64,COSTP,GBWOR
1171.41,COSTP,GHBTP
1243.71,COSTP,GKSTP
975.81,COSTP,GNBTP
257.37,COSTP,HBSTP
1624.29,COSTP,NLBTP
1566.65,COSTP,BANTP
283.36,COSTP,CZATP
837.71,COSTP,GBYOR
1398.27,COSTP,GHGTP
1012.77,COSTP,GLPTP
1266.66,COSTP,GNDOR
500.74,COSTP,HDBTP
1461.01,COSTP,NMSTP
284.95,COSTP,CZMTP
911.7,COSTP,GDRTP
1240.33,COSTP,GHMTP
1388.97,COSTP,GLUTP
1120.3,COSTP,GNOOR
87.33,COSTP,HPCTP
1510.44,COSTP,NNYTP
1582.18,COSTP,BBRTP
1431.24,COSTP,GAKTP
1393.52,COSTP,GDUTP
1264.81,COSTP,GHOTP
1180.49,COSTP,GMATP
1416.84,COSTP,GNWOR
216.86,COSTP,HSZTP
1624.86,COSTP,NRDTP
886.42,GBOTP,AGATP
287.93,GBOTP,BGETP
494.99,GBOTP,GAUTP
99.08,GBOTP,GESTP
243.85,GBOTP,GHSTP
566.17,GBOTP,GMHTP
508.47,GBOTP,GOSOR
1133.78,GBOTP,HUNOR
290.43,GBOTP,NRSTP
656.06,GBOTP,AIBTP
230.47,GBOTP,BLATP
113.92,GBOTP,GBBTP
272.9,GBOTP,GFDTP
407.37,GBOTP,GJETP
171.14,GBOTP,GMIOR
207.75,GBOTP,LLXTP
257.29,GBOTP,NUTTP
257.29,GBOTP,NUWTP
915.1,GBOTP,AKTTP
211.77,GBOTP,BLETP
211.77,GBOTP,BLMTP
600.46,GBOTP,GBCTP
180.48,GBOTP,GFMTP
541.62,GBOTP,GKITP
558.74,GBOTP,GMLTP
629.3,GBOTP,GROTP
285.62,GBOTP,NAETP
981.04,GBOTP,SLOTP
723.68,GBOTP,AOETP
158.33,GBOTP,BLGTP
591.15,GBOTP,GBETP
404.61,GBOTP,GFRTP
37.39,GBOTP,GKKTP
185.98,GBOTP,GMNTP
346.88,GBOTP,GSTTP
294.09,GBOTP,NAVTP
724.95,GBOTP,AOLTP
1067.87,GBOTP,CHROR
347.64,GBOTP,GBMTP
161.63,GBOTP,GGITP
37.39,GBOTP,GKLTP
198.05,GBOTP,GMRTP
383.57,GBOTP,GTUTP
292.62,GBOTP,NAMTP
292.62,GBOTP,NAWTP
885.25,GBOTP,AWDTP
1349.73,GBOTP,COSTP
0,GBOTP,GBOTP
486.59,GBOTP,GHATP
39.9,GBOTP,GKMTP
169.01,GBOTP,GMZTP
293.95,GBOTP,GWZTP
342.17,GBOTP,NGRTP
886.25,GBOTP,AWGTP
1081.42,GBOTP,CRITP
344.33,GBOTP,GBWOR
243.73,GBOTP,GHBTP
214.28,GBOTP,GKSTP
376.32,GBOTP,GNBTP
1137.34,GBOTP,HBSTP
308.76,GBOTP,NLBTP
237.29,GBOTP,BANTP
1065.98,GBOTP,CZATP
558.74,GBOTP,GBYOR
456.48,GBOTP,GHGTP
505.35,GBOTP,GLPTP
324.36,GBOTP,GNDOR
1390.62,GBOTP,HDBTP
131.66,GBOTP,NMSTP
1068.96,GBOTP,CZMTP
580.49,GBOTP,GDRTP
300.38,GBOTP,GHMTP
514.15,GBOTP,GLUTP
599.67,GBOTP,GNOOR
1205.99,GBOTP,HPCTP
188.42,GBOTP,NNYTP
252.83,GBOTP,BBRTP
101.89,GBOTP,GAKTP
78,GBOTP,GDUTP
334.52,GBOTP,GHOTP
220.28,GBOTP,GMATP
101.32,GBOTP,GNWOR
1305.01,GBOTP,HSZTP
294.85,GBOTP,NRDTP
748.56,GHATP,AGATP
659.49,GHATP,BGETP
423.27,GHATP,GAUTP
410.97,GHATP,GESTP
528.72,GHATP,GHSTP
441.32,GHATP,GMHTP
38.82,GHATP,GOSOR
811.02,GHATP,HUNOR
624.84,GHATP,NRSTP
608.23,GHATP,AIBTP
632.45,GHATP,BLATP
394.66,GHATP,GBBTP
279.75,GHATP,GFDTP
115.2,GHATP,GJETP
415.24,GHATP,GMIOR
596.68,GHATP,LLXTP
570.01,GHATP,NUTTP
570.01,GHATP,NUWTP
790.26,GHATP,AKTTP
613.75,GHATP,BLETP
613.75,GHATP,BLMTP
171.07,GHATP,GBCTP
381.1,GHATP,GFMTP
454.28,GHATP,GKITP
455.29,GHATP,GMLTP
364.5,GHATP,GROTP
590.51,GHATP,NAETP
856.2,GHATP,SLOTP
585.81,GHATP,AOETP
578.39,GHATP,BLGTP
162.12,GHATP,GBETP
638.71,GHATP,GFRTP
458.5,GHATP,GKKTP
412.63,GHATP,GMNTP
462.01,GHATP,GSTTP
597.07,GHATP,NAVTP
530.73,GHATP,AOLTP
930.01,GHATP,CHROR
326.3,GHATP,GBMTP
336.72,GHATP,GGITP
458.5,GHATP,GKLTP
298.7,GHATP,GMRTP
511.2,GHATP,GTUTP
594.71,GHATP,NAMTP
594.71,GHATP,NAWTP
627.57,GHATP,AWDTP
1049.88,GHATP,COSTP
486.05,GHATP,GBOTP
0,GHATP,GHATP
452.43,GHATP,GKMTP
406.2,GHATP,GMZTP
314.09,GHATP,GWZTP
503.5,GHATP,NGRTP
621.59,GHATP,AWGTP
956.57,GHATP,CRITP
459.45,GHATP,GBWOR
461.87,GHATP,GHBTP
487.97,GHATP,GKSTP
296.01,GHATP,GNBTP
814.58,GHATP,HBSTP
635.86,GHATP,NLBTP
608.85,GHATP,BANTP
928.12,GHATP,CZATP
455.29,GHATP,GBYOR
369.14,GHATP,GHGTP
46.56,GHATP,GLPTP
222.5,GHATP,GNDOR
1067.87,GHATP,HDBTP
544.72,GHATP,NMSTP
931.1,GHATP,CZMTP
154.71,GHATP,GDRTP
196.25,GHATP,GHMTP
415.86,GHATP,GLUTP
170.28,GHATP,GNOOR
1023.2,GHATP,HPCTP
519.21,GHATP,NNYTP
654.8,GHATP,BBRTP
521.94,GHATP,GAKTP
437.88,GHATP,GDUTP
220.65,GHATP,GHOTP
454.38,GHATP,GMATP
408.92,GHATP,GNWOR
982.25,GHATP,HSZTP
626.71,GHATP,NRDTP
894.98,GKMTP,AGATP
270.76,GKMTP,BGETP
514.55,GKMTP,GAUTP
66.38,GKMTP,GESTP
272.45,GKMTP,GHSTP
574.73,GKMTP,GMHTP
498.18,GKMTP,GOSOR
1142.34,GKMTP,HUNOR
274.48,GKMTP,NRSTP
675.62,GKMTP,AIBTP
213.29,GKMTP,BLATP
80.94,GKMTP,GBBTP
262.81,GKMTP,GFDTP
397.28,GKMTP,GJETP
189.6,GKMTP,GMIOR
198.61,GKMTP,LLXTP
224.3,GKMTP,NUTTP
224.3,GKMTP,NUWTP
923.66,GKMTP,AKTTP
194.59,GKMTP,BLETP
194.59,GKMTP,BLMTP
567.47,GKMTP,GBCTP
189.04,GKMTP,GFMTP
508.63,GKMTP,GKITP
578.3,GKMTP,GMLTP
596.31,GKMTP,GROTP
252.63,GKMTP,NAETP
989.6,GKMTP,SLOTP
732.23,GKMTP,AOETP
141.15,GKMTP,BLGTP
558.53,GKMTP,GBETP
429.13,GKMTP,GFRTP
13,GKMTP,GKKTP
152.99,GKMTP,GMNTP
366.45,GKMTP,GSTTP
261.1,GKMTP,NAVTP
733.51,GKMTP,AOLTP
1076.43,GKMTP,CHROR
314.66,GKMTP,GBMTP
151.54,GKMTP,GGITP
13,GKMTP,GKLTP
168.34,GKMTP,GMRTP
403.13,GKMTP,GTUTP
259.63,GKMTP,NAMTP
259.63,GKMTP,NAWTP
893.81,GKMTP,AWDTP
1358.29,GKMTP,COSTP
37.44,GKMTP,GBOTP
453.6,GKMTP,GHATP
0,GKMTP,GKMTP
177.72,GKMTP,GMZTP
302.5,GKMTP,GWZTP
309.18,GKMTP,NGRTP
895.56,GKMTP,AWGTP
1089.97,GKMTP,CRITP
363.89,GKMTP,GBWOR
252.29,GKMTP,GHBTP
242.88,GKMTP,GKSTP
384.88,GKMTP,GNBTP
1145.9,GKMTP,HBSTP
275.77,GKMTP,NLBTP
220.11,GKMTP,BANTP
1074.54,GKMTP,CZATP
578.3,GKMTP,GBYOR
423.49,GKMTP,GHGTP
494.61,GKMTP,GLPTP
291.37,GKMTP,GNDOR
1399.18,GKMTP,HDBTP
114.48,GKMTP,NMSTP
1077.52,GKMTP,CZMTP
570.4,GKMTP,GDRTP
267.4,GKMTP,GHMTP
481.17,GKMTP,GLUTP
566.68,GKMTP,GNOOR
1214.55,GKMTP,HPCTP
161.92,GKMTP,NNYTP
235.65,GKMTP,BBRTP
84.71,GKMTP,GAKTP
45.01,GKMTP,GDUTP
301.53,GKMTP,GHOTP
244.8,GKMTP,GMATP
68.33,GKMTP,GNWOR
1313.57,GKMTP,HSZTP
263.91,GKMTP,NRDTP
748.13,GMZTP,AGATP
432.25,GMZTP,BGETP
355.3,GMZTP,GAUTP
235.6,GMZTP,GESTP
119.7,GMZTP,GHSTP
427.87,GMZTP,GMHTP
423.2,GMZTP,GOSOR
995.48,GMZTP,HUNOR
443.7,GMZTP,NRSTP
516.36,GMZTP,AIBTP
374.79,GMZTP,BLATP
250.16,GMZTP,GBBTP
143.51,GMZTP,GFDTP
322.1,GMZTP,GJETP
5.02,GMZTP,GMIOR
204.87,GMZTP,LLXTP
393.53,GMZTP,NUTTP
393.53,GMZTP,NUWTP
776.81,GMZTP,AKTTP
356.09,GMZTP,BLETP
356.09,GMZTP,BLMTP
572.35,GMZTP,GBCTP
42.45,GMZTP,GFMTP
618.42,GMZTP,GKITP
419.04,GMZTP,GMLTP
695.15,GMZTP,GROTP
421.86,GMZTP,NAETP
842.74,GMZTP,SLOTP
585.38,GMZTP,AOETP
277.27,GMZTP,BLGTP
563.41,GMZTP,GBETP
269.87,GMZTP,GFRTP
181.4,GMZTP,GKKTP
322.21,GMZTP,GMNTP
207.19,GMZTP,GSTTP
430.33,GMZTP,NAVTP
586.66,GMZTP,AOLTP
929.58,GMZTP,CHROR
483.88,GMZTP,GBMTP
92.46,GMZTP,GGITP
181.4,GMZTP,GKLTP
127.69,GMZTP,GMRTP
243.87,GMZTP,GTUTP
428.85,GMZTP,NAMTP
428.85,GMZTP,NAWTP
746.96,GMZTP,AWDTP
1211.43,GMZTP,COSTP
172.74,GMZTP,GBOTP
408.28,GMZTP,GHATP
176.14,GMZTP,GKMTP
0,GMZTP,GMZTP
155.65,GMZTP,GWZTP
478.4,GMZTP,NGRTP
748.7,GMZTP,AWGTP
943.12,GMZTP,CRITP
204.64,GMZTP,GBWOR
93.03,GMZTP,GHBTP
78.95,GMZTP,GKSTP
238.03,GMZTP,GNBTP
999.05,GMZTP,HBSTP
445,GMZTP,NLBTP
381.61,GMZTP,BANTP
927.69,GMZTP,CZATP
419.04,GMZTP,GBYOR
533.28,GMZTP,GHGTP
420.08,GMZTP,GLPTP
376.65,GMZTP,GNDOR
1252.33,GMZTP,HDBTP
275.98,GMZTP,NMSTP
930.67,GMZTP,CZMTP
495.22,GMZTP,GDRTP
237.67,GMZTP,GHMTP
580,GMZTP,GLUTP
571.56,GMZTP,GNOOR
1067.7,GMZTP,HPCTP
328.96,GMZTP,NNYTP
397.15,GMZTP,BBRTP
246.21,GMZTP,GAKTP
214.24,GMZTP,GDUTP
376.82,GMZTP,GHOTP
85.54,GMZTP,GMATP
237.56,GMZTP,GNWOR
1166.71,GMZTP,HSZTP
435.39,GMZTP,NRDTP
599.56,GWZTP,AGATP
561.99,GWZTP,BGETP
238.74,GWZTP,GAUTP
359.59,GWZTP,GESTP
270.41,GWZTP,GHSTP
279.3,GWZTP,GMHTP
330.02,GWZTP,GOSOR
846.91,GWZTP,HUNOR
567.69,GWZTP,NRSTP
407.63,GWZTP,AIBTP
504.53,GWZTP,BLATP
351.2,GWZTP,GBBTP
107.2,GWZTP,GFDTP
228.92,GWZTP,GJETP
156.93,GWZTP,GMIOR
355.23,GWZTP,LLXTP
517.52,GWZTP,NUTTP
517.52,GWZTP,NUWTP
628.24,GWZTP,AKTTP
485.83,GWZTP,BLETP
485.83,GWZTP,BLMTP
479.18,GWZTP,GBCTP
121.2,GWZTP,GFMTP
606.36,GWZTP,GKITP
293.27,GWZTP,GMLTP
672.6,GWZTP,GROTP
545.84,GWZTP,NAETP
694.18,GWZTP,SLOTP
436.81,GWZTP,AOETP
432.39,GWZTP,BLGTP
470.23,GWZTP,GBETP
320.52,GWZTP,GFRTP
305.39,GWZTP,GKKTP
406.47,GWZTP,GMNTP
150.93,GWZTP,GSTTP
554.32,GWZTP,NAVTP
438.09,GWZTP,AOLTP
781.01,GWZTP,CHROR
478.38,GWZTP,GBMTP
177.24,GWZTP,GGITP
305.39,GWZTP,GKLTP
212.48,GWZTP,GMRTP
200.12,GWZTP,GTUTP
552.84,GWZTP,NAMTP
552.84,GWZTP,NAWTP
598.39,GWZTP,AWDTP
1062.87,GWZTP,COSTP
293.44,GWZTP,GBOTP
314.9,GWZTP,GHATP
300.12,GWZTP,GKMTP
155.9,GWZTP,GMZTP
0,GWZTP,GWZTP
561.27,GWZTP,NGRTP
600.14,GWZTP,AWGTP
794.55,GWZTP,CRITP
148.38,GWZTP,GBWOR
170.98,GWZTP,GHBTP
229.66,GWZTP,GKSTP
89.46,GWZTP,GNBTP
850.48,GWZTP,HBSTP
568.99,GWZTP,NLBTP
511.35,GWZTP,BANTP
779.12,GWZTP,CZATP
293.27,GWZTP,GBYOR
521.22,GWZTP,GHGTP
326.9,GWZTP,GLPTP
364.58,GWZTP,GNDOR
1103.76,GWZTP,HDBTP
405.71,GWZTP,NMSTP
782.1,GWZTP,CZMTP
374.02,GWZTP,GDRTP
225.6,GWZTP,GHMTP
567.94,GWZTP,GLUTP
478.38,GWZTP,GNOOR
919.13,GWZTP,HPCTP
455.14,GWZTP,NNYTP
526.88,GWZTP,BBRTP
375.94,GWZTP,GAKTP
338.22,GWZTP,GDUTP
364.76,GWZTP,GHOTP
180.06,GWZTP,GMATP
361.54,GWZTP,GNWOR
1018.14,GWZTP,HSZTP
569.56,GWZTP,NRDTP
1152.1,NGRTP,AGATP
365.47,NGRTP,BGETP
791.19,NGRTP,GAUTP
245.56,NGRTP,GESTP
587.47,NGRTP,GHSTP
831.84,NGRTP,GMHTP
534.88,NGRTP,GOSOR
1307.07,NGRTP,HUNOR
245,NGRTP,NRSTP
959.96,NGRTP,AIBTP
351.94,NGRTP,BLATP
248.07,NGRTP,GBBTP
459.33,NGRTP,GFDTP
549.66,NGRTP,GJETP
489.81,NGRTP,GMIOR
526.29,NGRTP,LLXTP
187.63,NGRTP,NUTTP
187.63,NGRTP,NUWTP
1180.78,NGRTP,AKTTP
367,NGRTP,BLETP
367,NGRTP,BLMTP
565.49,NGRTP,GBCTP
489.25,NGRTP,GFMTP
382.77,NGRTP,GKITP
845.81,NGRTP,GMLTP
470.45,NGRTP,GROTP
176.08,NGRTP,NAETP
1246.72,NGRTP,SLOTP
989.35,NGRTP,AOETP
373.49,NGRTP,BLGTP
553.38,NGRTP,GBETP
729.34,NGRTP,GFRTP
314.06,NGRTP,GKKTP
201.24,NGRTP,GMNTP
666.66,NGRTP,GSTTP
182.64,NGRTP,NAVTP
990.63,NGRTP,AOLTP
1333.55,NGRTP,CHROR
181.91,NGRTP,GBMTP
455.38,NGRTP,GGITP
314.06,NGRTP,GKLTP
410.39,NGRTP,GMRTP
703.34,NGRTP,GTUTP
180.28,NGRTP,NAMTP
180.28,NGRTP,NAWTP
1123.62,NGRTP,AWDTP
1545.93,NGRTP,COSTP
341.28,NGRTP,GBOTP
502.73,NGRTP,GHATP
307.67,NGRTP,GKMTP
477.92,NGRTP,GMZTP
561.01,NGRTP,GWZTP
0,NGRTP,NGRTP
1117.65,NGRTP,AWGTP
1347.1,NGRTP,CRITP
664.1,NGRTP,GBWOR
552.5,NGRTP,GHBTP
546.72,NGRTP,GKSTP
640.83,NGRTP,GNBTP
1310.64,NGRTP,HBSTP
221.43,NGRTP,NLBTP
314.82,NGRTP,BANTP
1331.66,NGRTP,CZATP
845.81,NGRTP,GBYOR
297.63,NGRTP,GHGTP
542.62,NGRTP,GLPTP
301.46,NGRTP,GNDOR
1563.92,NGRTP,HDBTP
336.38,NGRTP,NMSTP
1334.64,NGRTP,CZMTP
650.77,NGRTP,GDRTP
390.42,NGRTP,GHMTP
355.3,NGRTP,GLUTP
565.92,NGRTP,GNOOR
1519.26,NGRTP,HPCTP
196.52,NGRTP,NNYTP
366.74,NGRTP,BBRTP
352.2,NGRTP,GAKTP
287.89,NGRTP,GDUTP
299.6,NGRTP,GHOTP
545,NGRTP,GMATP
242.61,NGRTP,GNWOR
1478.3,NGRTP,HSZTP
249.94,NGRTP,NRDTP
191.9,AWGTP,AGATP
1155.06,AWGTP,BGETP
473.57,AWGTP,GAUTP
952.66,AWGTP,GESTP
821.83,AWGTP,GHSTP
400.27,AWGTP,GMHTP
586.94,AWGTP,GOSOR
241.76,AWGTP,HUNOR
1160.76,AWGTP,NRSTP
479.56,AWGTP,AIBTP
1097.6,AWGTP,BLATP
944.27,AWGTP,GBBTP
697.86,AWGTP,GFDTP
650.17,AWGTP,GJETP
750,AWGTP,GMIOR
942.34,AWGTP,LLXTP
1110.59,AWGTP,NUTTP
1110.59,AWGTP,NUWTP
298.51,AWGTP,AKTTP
1078.9,AWGTP,BLETP
1078.9,AWGTP,BLMTP
692.59,AWGTP,GBCTP
714.27,AWGTP,GFMTP
1069.94,AWGTP,GKITP
420.34,AWGTP,GMLTP
908.74,AWGTP,GROTP
1138.91,AWGTP,NAETP
378.61,AWGTP,SLOTP
