driving_time,from_center,to_center
5.16,GBCTP,GMRTP
7.06,GBCTP,GTUTP
6.7,GBCTP,NAMTP
6.7,GBCTP,NAWTP
6.92,GBCTP,AWDTP
10.76,GBCTP,COSTP
6.2,GBCTP,GBOTP
1.82,GBCTP,GHATP
5.64,GBCTP,GKMTP
5.88,GBCTP,GMZTP
4.94,GBCTP,GWZTP
5.68,GBCTP,NGRTP
6.91,GBCTP,AWGTP
11.11,GBCTP,CRITP
6.56,GBCTP,GBWOR
6.32,GBCTP,GHBTP
6.65,GBCTP,GKSTP
4.43,GBCTP,GNBTP
8.56,GBCTP,HBSTP
7,GBCTP,NLBTP
7.58,GBCTP,BANTP
10.24,GBCTP,CZATP
5.92,GBCTP,GBYOR
2.9,GBCTP,GHGTP
1.94,GBCTP,GLPTP
2.82,GBCTP,GNDOR
10.43,GBCTP,HDBTP
6.65,GBCTP,NMSTP
10.3,GBCTP,CZMTP
2.08,GBCTP,GDRTP
3.76,GBCTP,GHMTP
2.9,GBCTP,GLUTP
0.04,GBCTP,GNOOR
10.1,GBCTP,HPCTP
6.38,GBCTP,NNYTP
7.77,GBCTP,BBRTP
6.41,GBCTP,GAKTP
5.64,GBCTP,GDUTP
2.85,GBCTP,GHOTP
6.23,GBCTP,GMATP
5.25,GBCTP,GNWOR
9.91,GBCTP,HSZTP
7.14,GBCTP,NRDTP
7.59,GFMTP,AGATP
4.57,GFMTP,BGETP
3.81,GFMTP,GAUTP
2.71,GFMTP,GESTP
1.85,GFMTP,GHSTP
4.23,GFMTP,GMHTP
4.21,GFMTP,GOSOR
9.46,GFMTP,HUNOR
4.65,GFMTP,NRSTP
5.59,GFMTP,AIBTP
3.99,GFMTP,BLATP
2.84,GFMTP,GBBTP
1.26,GFMTP,GFDTP
3.24,GFMTP,GJETP
0.6,GFMTP,GMIOR
2.76,GFMTP,LLXTP
4.18,GFMTP,NUTTP
4.18,GFMTP,NUWTP
7.76,GFMTP,AKTTP
3.81,GFMTP,BLETP
3.81,GFMTP,BLMTP
5.57,GFMTP,GBCTP
0,GFMTP,GFMTP
6.28,GFMTP,GKITP
4.39,GFMTP,GMLTP
6.89,GFMTP,GROTP
4.41,GFMTP,NAETP
8.38,GFMTP,SLOTP
5.96,GFMTP,AOETP
3.51,GFMTP,BLGTP
5.62,GFMTP,GBETP
2.81,GFMTP,GFRTP
2.16,GFMTP,GKKTP
3.37,GFMTP,GMNTP
2.29,GFMTP,GSTTP
4.5,GFMTP,NAVTP
5.95,GFMTP,AOLTP
9.41,GFMTP,CHROR
5.02,GFMTP,GBMTP
0.83,GFMTP,GGITP
2.17,GFMTP,GKLTP
1.23,GFMTP,GMRTP
2.64,GFMTP,GTUTP
4.51,GFMTP,NAMTP
4.51,GFMTP,NAWTP
7.39,GFMTP,AWDTP
11.43,GFMTP,COSTP
2.03,GFMTP,GBOTP
4.09,GFMTP,GHATP
2.05,GFMTP,GKMTP
0.63,GFMTP,GMZTP
1.45,GFMTP,GWZTP
5.1,GFMTP,NGRTP
7.46,GFMTP,AWGTP
9.66,GFMTP,CRITP
2.26,GFMTP,GBWOR
1.06,GFMTP,GHBTP
1.42,GFMTP,GKSTP
2.34,GFMTP,GNBTP
9.6,GFMTP,HBSTP
4.75,GFMTP,NLBTP
4.15,GFMTP,BANTP
9.28,GFMTP,CZATP
4.36,GFMTP,GBYOR
5.53,GFMTP,GHGTP
4.23,GFMTP,GLPTP
3.84,GFMTP,GNDOR
11.61,GFMTP,HDBTP
3.07,GFMTP,NMSTP
9.32,GFMTP,CZMTP
4.9,GFMTP,GDRTP
2.4,GFMTP,GHMTP
5.89,GFMTP,GLUTP
5.57,GFMTP,GNOOR
11.09,GFMTP,HPCTP
3.67,GFMTP,NNYTP
4.21,GFMTP,BBRTP
2.8,GFMTP,GAKTP
2.45,GFMTP,GDUTP
3.88,GFMTP,GHOTP
0.97,GFMTP,GMATP
2.71,GFMTP,GNWOR
10.94,GFMTP,HSZTP
4.71,GFMTP,NRDTP
11.86,GKITP,AGATP
7.57,GKITP,BGETP
8.56,GKITP,GAUTP
5.05,GKITP,GESTP
7.81,GKITP,GHSTP
8.8,GKITP,GMHTP
5.11,GKITP,GOSOR
11.85,GKITP,HUNOR
6.22,GKITP,NRSTP
10.44,GKITP,AIBTP
7.29,GKITP,BLATP
4.85,GKITP,GBBTP
5.55,GKITP,GFDTP
5.82,GKITP,GJETP
6.68,GKITP,GMIOR
7.83,GKITP,LLXTP
5.62,GKITP,NUTTP
5.62,GKITP,NUWTP
12.1,GKITP,AKTTP
7.1,GKITP,BLETP
7.1,GKITP,BLMTP
3.86,GKITP,GBCTP
6.39,GKITP,GFMTP
0,GKITP,GKITP
8.9,GKITP,GMLTP
2.45,GKITP,GROTP
5.63,GKITP,NAETP
12.76,GKITP,SLOTP
10.18,GKITP,AOETP
6.9,GKITP,BLGTP
4.02,GKITP,GBETP
8.72,GKITP,GFRTP
5.68,GKITP,GKKTP
4.12,GKITP,GMNTP
8.13,GKITP,GSTTP
5.69,GKITP,NAVTP
10.17,GKITP,AOLTP
13.6,GKITP,CHROR
2.34,GKITP,GBMTP
6.02,GKITP,GGITP
5.68,GKITP,GKLTP
5.68,GKITP,GMRTP
8.63,GKITP,GTUTP
5.69,GKITP,NAMTP
5.69,GKITP,NAWTP
10.58,GKITP,AWDTP
14.13,GKITP,COSTP
6,GKITP,GBOTP
4.97,GKITP,GHATP
5.51,GKITP,GKMTP
6.71,GKITP,GMZTP
6.58,GKITP,GWZTP
4.15,GKITP,NGRTP
10.53,GKITP,AWGTP
14.02,GKITP,CRITP
8.16,GKITP,GBWOR
7.12,GKITP,GHBTP
7.44,GKITP,GKSTP
7.05,GKITP,GNBTP
11.97,GKITP,HBSTP
6.09,GKITP,NLBTP
7.1,GKITP,BANTP
13.52,GKITP,CZATP
8.9,GKITP,GBYOR
1.11,GKITP,GHGTP
5.29,GKITP,GLPTP
2.82,GKITP,GNDOR
13.97,GKITP,HDBTP
6.4,GKITP,NMSTP
13.58,GKITP,CZMTP
5.76,GKITP,GDRTP
4.3,GKITP,GHMTP
1.21,GKITP,GLUTP
3.79,GKITP,GNOOR
13.54,GKITP,HPCTP
5.58,GKITP,NNYTP
7.59,GKITP,BBRTP
6.18,GKITP,GAKTP
5.41,GKITP,GDUTP
2.8,GKITP,GHOTP
7.06,GKITP,GMATP
5.02,GKITP,GNWOR
13.3,GKITP,HSZTP
6.35,GKITP,NRDTP
4.62,GMLTP,AGATP
8.27,GMLTP,BGETP
0.86,GMLTP,GAUTP
6.55,GMLTP,GESTP
4.39,GMLTP,GHSTP
0.38,GMLTP,GMHTP
4.74,GMLTP,GOSOR
6.99,GMLTP,HUNOR
8.57,GMLTP,NRSTP
1.83,GMLTP,AIBTP
7.57,GMLTP,BLATP
6.66,GMLTP,GBBTP
4.29,GMLTP,GFDTP
4.22,GMLTP,GJETP
4.37,GMLTP,GMIOR
5.56,GMLTP,LLXTP
8.08,GMLTP,NUTTP
8.08,GMLTP,NUWTP
4,GMLTP,AKTTP
7.41,GMLTP,BLETP
7.41,GMLTP,BLMTP
6.13,GMLTP,GBCTP
4.34,GMLTP,GFMTP
9.03,GMLTP,GKITP
0,GMLTP,GMLTP
7.85,GMLTP,GROTP
8.38,GMLTP,NAETP
4.61,GMLTP,SLOTP
2.96,GMLTP,AOETP
6.86,GMLTP,BLGTP
6.16,GMLTP,GBETP
4.24,GMLTP,GFRTP
6.08,GMLTP,GKKTP
7.47,GMLTP,GMNTP
2.3,GMLTP,GSTTP
8.48,GMLTP,NAVTP
2.97,GMLTP,AOLTP
5.9,GMLTP,CHROR
7.81,GMLTP,GBMTP
4.88,GMLTP,GGITP
6.08,GMLTP,GKLTP
5.23,GMLTP,GMRTP
2.63,GMLTP,GTUTP
8.51,GMLTP,NAMTP
8.51,GMLTP,NAWTP
4.6,GMLTP,AWDTP
7.98,GMLTP,COSTP
6,GMLTP,GBOTP
4.82,GMLTP,GHATP
5.92,GMLTP,GKMTP
4.39,GMLTP,GMZTP
3.24,GMLTP,GWZTP
8.93,GMLTP,NGRTP
4.69,GMLTP,AWGTP
5.93,GMLTP,CRITP
2.38,GMLTP,GBWOR
3.55,GMLTP,GHBTP
4.22,GMLTP,GKSTP
2.26,GMLTP,GNBTP
7.07,GMLTP,HBSTP
8.71,GMLTP,NLBTP
7.93,GMLTP,BANTP
5.85,GMLTP,CZATP
0,GMLTP,GBYOR
8.32,GMLTP,GHGTP
4.81,GMLTP,GLPTP
6.94,GMLTP,GNDOR
8.99,GMLTP,HDBTP
6.96,GMLTP,NMSTP
5.93,GMLTP,CZMTP
5.09,GMLTP,GDRTP
5.67,GMLTP,GHMTP
8.4,GMLTP,GLUTP
6.11,GMLTP,GNOOR
8.22,GMLTP,HPCTP
7.55,GMLTP,NNYTP
7.78,GMLTP,BBRTP
6.69,GMLTP,GAKTP
6.3,GMLTP,GDUTP
6.89,GMLTP,GHOTP
3.63,GMLTP,GMATP
6.58,GMLTP,GNWOR
8.3,GMLTP,HSZTP
8.73,GMLTP,NRDTP
10.7,GROTP,AGATP
8.43,GROTP,BGETP
7.65,GROTP,GAUTP
5.89,GROTP,GESTP
8.44,GROTP,GHSTP
7.71,GROTP,GMHTP
3.77,GROTP,GOSOR
10.46,GROTP,HUNOR
7.25,GROTP,NRSTP
9.16,GROTP,AIBTP
8.04,GROTP,BLATP
5.6,GROTP,GBBTP
6.15,GROTP,GFDTP
4.59,GROTP,GJETP
7.33,GROTP,GMIOR
8.49,GROTP,LLXTP
6.52,GROTP,NUTTP
6.52,GROTP,NUWTP
10.97,GROTP,AKTTP
7.83,GROTP,BLETP
7.83,GROTP,BLMTP
2.32,GROTP,GBCTP
7.13,GROTP,GFMTP
2.21,GROTP,GKITP
7.74,GROTP,GMLTP
0,GROTP,GROTP
6.5,GROTP,NAETP
11.57,GROTP,SLOTP
8.6,GROTP,AOETP
7.69,GROTP,BLGTP
2.55,GROTP,GBETP
9.33,GROTP,GFRTP
6.43,GROTP,GKKTP
4.91,GROTP,GMNTP
8.26,GROTP,GSTTP
6.56,GROTP,NAVTP
8.58,GROTP,AOLTP
12.5,GROTP,CHROR
3.13,GROTP,GBMTP
6.63,GROTP,GGITP
6.43,GROTP,GKLTP
6.31,GROTP,GMRTP
8.6,GROTP,GTUTP
6.56,GROTP,NAMTP
6.56,GROTP,NAWTP
9.09,GROTP,AWDTP
12.7,GROTP,COSTP
6.7,GROTP,GBOTP
3.81,GROTP,GHATP
6.19,GROTP,GKMTP
7.35,GROTP,GMZTP
6.62,GROTP,GWZTP
4.9,GROTP,NGRTP
9.08,GROTP,AWGTP
12.86,GROTP,CRITP
8.13,GROTP,GBWOR
7.74,GROTP,GHBTP
8.01,GROTP,GKSTP
6.28,GROTP,GNBTP
10.6,GROTP,HBSTP
6.96,GROTP,NLBTP
7.95,GROTP,BANTP
12.39,GROTP,CZATP
7.78,GROTP,GBYOR
2.04,GROTP,GHGTP
3.95,GROTP,GLPTP
3.51,GROTP,GNDOR
12.6,GROTP,HDBTP
7.21,GROTP,NMSTP
12.46,GROTP,CZMTP
4.26,GROTP,GDRTP
4.97,GROTP,GHMTP
1.31,GROTP,GLUTP
2.32,GROTP,GNOOR
12.12,GROTP,HPCTP
6.46,GROTP,NNYTP
8.35,GROTP,BBRTP
6.88,GROTP,GAKTP
6.21,GROTP,GDUTP
3.51,GROTP,GHOTP
7.63,GROTP,GMATP
5.86,GROTP,GNWOR
11.88,GROTP,HSZTP
7.31,GROTP,NRDTP
11.29,NAETP,AGATP
2.15,NAETP,BGETP
7.3,NAETP,GAUTP
2.11,NAETP,GESTP
5.09,NAETP,GHSTP
8.14,NAETP,GMHTP
6.22,NAETP,GOSOR
13.09,NAETP,HUNOR
0.84,NAETP,NRSTP
9.17,NAETP,AIBTP
2,NAETP,BLATP
2.28,NAETP,GBBTP
5.27,NAETP,GFDTP
6.31,NAETP,GJETP
4.33,NAETP,GMIOR
4.07,NAETP,LLXTP
0.5,NAETP,NUTTP
0.5,NAETP,NUWTP
11.4,NAETP,AKTTP
2.16,NAETP,BLETP
2.16,NAETP,BLMTP
6.6,NAETP,GBCTP
4.35,NAETP,GFMTP
5.7,NAETP,GKITP
7.91,NAETP,GMLTP
6.43,NAETP,GROTP
0,NAETP,NAETP
12.04,NAETP,SLOTP
9.59,NAETP,AOETP
2.59,NAETP,BLGTP
6.63,NAETP,GBETP
6.62,NAETP,GFRTP
2.64,NAETP,GKKTP
2.35,NAETP,GMNTP
6.13,NAETP,GSTTP
0.18,NAETP,NAVTP
9.57,NAETP,AOLTP
13.05,NAETP,CHROR
3.69,NAETP,GBMTP
4.15,NAETP,GGITP
2.64,NAETP,GKLTP
4.55,NAETP,GMRTP
6.43,NAETP,GTUTP
0.23,NAETP,NAMTP
0.23,NAETP,NAWTP
11.06,NAETP,AWDTP
15.01,NAETP,COSTP
2.96,NAETP,GBOTP
6.11,NAETP,GHATP
2.55,NAETP,GKMTP
4.28,NAETP,GMZTP
5.43,NAETP,GWZTP
1.83,NAETP,NGRTP
11.13,NAETP,AWGTP
13.3,NAETP,CRITP
6.03,NAETP,GBWOR
4.92,NAETP,GHBTP
5.19,NAETP,GKSTP
6.4,NAETP,GNBTP
13.22,NAETP,HBSTP
0.57,NAETP,NLBTP
1.7,NAETP,BANTP
12.92,NAETP,CZATP
7.91,NAETP,GBYOR
4.92,NAETP,GHGTP
6.41,NAETP,GLPTP
3.95,NAETP,GNDOR
15.22,NAETP,HDBTP
2.08,NAETP,NMSTP
12.98,NAETP,CZMTP
7.39,NAETP,GDRTP
4.55,NAETP,GHMTP
5.42,NAETP,GLUTP
6.57,NAETP,GNOOR
14.65,NAETP,HPCTP
1.23,NAETP,NNYTP
2.14,NAETP,BBRTP
2.27,NAETP,GAKTP
2.37,NAETP,GDUTP
4.04,NAETP,GHOTP
4.86,NAETP,GMATP
2.07,NAETP,GNWOR
14.52,NAETP,HSZTP
0.87,NAETP,NRDTP
2.21,SLOTP,AGATP
12.25,SLOTP,BGETP
5.35,SLOTP,GAUTP
10.37,SLOTP,GESTP
8.72,SLOTP,GHSTP
4.53,SLOTP,GMHTP
8.37,SLOTP,GOSOR
4.37,SLOTP,HUNOR
12.44,SLOTP,NRSTP
5.15,SLOTP,AIBTP
11.67,SLOTP,BLATP
10.52,SLOTP,GBBTP
7.96,SLOTP,GFDTP
7.89,SLOTP,GJETP
8.51,SLOTP,GMIOR
9.86,SLOTP,LLXTP
11.89,SLOTP,NUTTP
11.89,SLOTP,NUWTP
1.37,SLOTP,AKTTP
11.45,SLOTP,BLETP
11.45,SLOTP,BLMTP
9.69,SLOTP,GBCTP
8.28,SLOTP,GFMTP
12.5,SLOTP,GKITP
4.67,SLOTP,GMLTP
11.29,SLOTP,GROTP
12.18,SLOTP,NAETP
0,SLOTP,SLOTP
4.38,SLOTP,AOETP
11.19,SLOTP,BLGTP
9.71,SLOTP,GBETP
8.46,SLOTP,GFRTP
9.91,SLOTP,GKKTP
10.76,SLOTP,GMNTP
6.77,SLOTP,GSTTP
12.27,SLOTP,NAVTP
4.37,SLOTP,AOLTP
1.57,SLOTP,CHROR
11.31,SLOTP,GBMTP
8.59,SLOTP,GGITP
9.95,SLOTP,GKLTP
8.95,SLOTP,GMRTP
7.01,SLOTP,GTUTP
12.28,SLOTP,NAMTP
12.28,SLOTP,NAWTP
3.87,SLOTP,AWDTP
3.95,SLOTP,COSTP
9.81,SLOTP,GBOTP
8.44,SLOTP,GHATP
9.79,SLOTP,GKMTP
8.54,SLOTP,GMZTP
7.24,SLOTP,GWZTP
12.21,SLOTP,NGRTP
3.88,SLOTP,AWGTP
1.68,SLOTP,CRITP
6.8,SLOTP,GBWOR
7.86,SLOTP,GHBTP
8.56,SLOTP,GKSTP
6.25,SLOTP,GNBTP
4.43,SLOTP,HBSTP
12.48,SLOTP,NLBTP
11.81,SLOTP,BANTP
1.5,SLOTP,CZATP
4.67,SLOTP,GBYOR
11.79,SLOTP,GHGTP
8.4,SLOTP,GLPTP
10.33,SLOTP,GNDOR
6.56,SLOTP,HDBTP
10.74,SLOTP,NMSTP
1.53,SLOTP,CZMTP
8.47,SLOTP,GDRTP
9.07,SLOTP,GHMTP
11.91,SLOTP,GLUTP
9.63,SLOTP,GNOOR
4.55,SLOTP,HPCTP
11.34,SLOTP,NNYTP
11.98,SLOTP,BBRTP
10.47,SLOTP,GAKTP
10.21,SLOTP,GDUTP
10.34,SLOTP,GHOTP
7.89,SLOTP,GMATP
10.39,SLOTP,GNWOR
5.87,SLOTP,HSZTP
12.46,SLOTP,NRDTP
2.61,AOETP,AGATP
9.88,AOETP,BGETP
3.29,AOETP,GAUTP
8.03,AOETP,GESTP
6.75,AOETP,GHSTP
2.56,AOETP,GMHTP
5.52,AOETP,GOSOR
4.12,AOETP,HUNOR
9.96,AOETP,NRSTP
3.39,AOETP,AIBTP
9.2,AOETP,BLATP
8.07,AOETP,GBBTP
5.51,AOETP,GFDTP
5.3,AOETP,GJETP
6.04,AOETP,GMIOR
7.96,AOETP,LLXTP
9.49,AOETP,NUTTP
9.49,AOETP,NUWTP
3.32,AOETP,AKTTP
9.11,AOETP,BLETP
9.11,AOETP,BLMTP
6.62,AOETP,GBCTP
5.78,AOETP,GFMTP
9.93,AOETP,GKITP
2.92,AOETP,GMLTP
8.56,AOETP,GROTP
9.78,AOETP,NAETP
4.28,AOETP,SLOTP
0,AOETP,AOETP
8.77,AOETP,BLGTP
6.54,AOETP,GBETP
6.65,AOETP,GFRTP
7.5,AOETP,GKKTP
8.54,AOETP,GMNTP
4.83,AOETP,GSTTP
9.86,AOETP,NAVTP
0.06,AOETP,AOLTP
4.56,AOETP,CHROR
8.71,AOETP,GBMTP
6.14,AOETP,GGITP
7.5,AOETP,GKLTP
6.48,AOETP,GMRTP
5.13,AOETP,GTUTP
9.81,AOETP,NAMTP
9.81,AOETP,NAWTP
1.94,AOETP,AWDTP
6.56,AOETP,COSTP
7.41,AOETP,GBOTP
5.91,AOETP,GHATP
7.37,AOETP,GKMTP
6.02,AOETP,GMZTP
4.54,AOETP,GWZTP
9.96,AOETP,NGRTP
2,AOETP,AWGTP
5.69,AOETP,CRITP
4.91,AOETP,GBWOR
5.63,AOETP,GHBTP
6.41,AOETP,GKSTP
3.56,AOETP,GNBTP
4.21,AOETP,HBSTP
10.06,AOETP,NLBTP
9.46,AOETP,BANTP
4.4,AOETP,CZATP
2.92,AOETP,GBYOR
9.19,AOETP,GHGTP
5.66,AOETP,GLPTP
7.82,AOETP,GNDOR
6.37,AOETP,HDBTP
8.38,AOETP,NMSTP
4.44,AOETP,CZMTP
4.69,AOETP,GDRTP
6.81,AOETP,GHMTP
9.21,AOETP,GLUTP
6.58,AOETP,GNOOR
6.03,AOETP,HPCTP
8.93,AOETP,NNYTP
9.55,AOETP,BBRTP
8.11,AOETP,GAKTP
7.84,AOETP,GDUTP
7.81,AOETP,GHOTP
5.75,AOETP,GMATP
8.07,AOETP,GNWOR
5.7,AOETP,HSZTP
10.1,AOETP,NRDTP
10.49,BLGTP,AGATP
1.67,BLGTP,BGETP
6.32,BLGTP,GAUTP
2.05,BLGTP,GESTP
3.02,BLGTP,GHSTP
7.2,BLGTP,GMHTP
6.65,BLGTP,GOSOR
12.29,BLGTP,HUNOR
2.42,BLGTP,NRSTP
8.16,BLGTP,AIBTP
1.07,BLGTP,BLATP
2.18,BLGTP,GBBTP
4.39,BLGTP,GFDTP
5.81,BLGTP,GJETP
3.29,BLGTP,GMIOR
1.71,BLGTP,LLXTP
2.36,BLGTP,NUTTP
2.36,BLGTP,NUWTP
10.46,BLGTP,AKTTP
0.97,BLGTP,BLETP
0.97,BLGTP,BLMTP
7.12,BLGTP,GBCTP
3.38,BLGTP,GFMTP
6.58,BLGTP,GKITP
6.97,BLGTP,GMLTP
7.28,BLGTP,GROTP
2.59,BLGTP,NAETP
11.1,BLGTP,SLOTP
8.81,BLGTP,AOETP
0,BLGTP,BLGTP
7.16,BLGTP,GBETP
4.98,BLGTP,GFRTP
1.52,BLGTP,GKKTP
3.03,BLGTP,GMNTP
5.18,BLGTP,GSTTP
2.68,BLGTP,NAVTP
8.79,BLGTP,AOLTP
12.27,BLGTP,CHROR
4.77,BLGTP,GBMTP
3.2,BLGTP,GGITP
1.52,BLGTP,GKLTP
3.6,BLGTP,GMRTP
5.4,BLGTP,GTUTP
2.71,BLGTP,NAMTP
2.71,BLGTP,NAWTP
10.27,BLGTP,AWDTP
14.26,BLGTP,COSTP
1.77,BLGTP,GBOTP
6.26,BLGTP,GHATP
1.59,BLGTP,GKMTP
3.26,BLGTP,GMZTP
4.58,BLGTP,GWZTP
4.07,BLGTP,NGRTP
10.32,BLGTP,AWGTP
12.39,BLGTP,CRITP
5.15,BLGTP,GBWOR
4,BLGTP,GHBTP
3.18,BLGTP,GKSTP
5.52,BLGTP,GNBTP
12.41,BLGTP,HBSTP
2.88,BLGTP,NLBTP
1.43,BLGTP,BANTP
12.15,BLGTP,CZATP
6.97,BLGTP,GBYOR
5.88,BLGTP,GHGTP
6.7,BLGTP,GLPTP
4.49,BLGTP,GNDOR
14.4,BLGTP,HDBTP
0.6,BLGTP,NMSTP
12.22,BLGTP,CZMTP
7.28,BLGTP,GDRTP
4.41,BLGTP,GHMTP
6.36,BLGTP,GLUTP
7.1,BLGTP,GNOOR
13.88,BLGTP,HPCTP
2.02,BLGTP,NNYTP
1.31,BLGTP,BBRTP
0.98,BLGTP,GAKTP
1.71,BLGTP,GDUTP
4.58,BLGTP,GHOTP
3.88,BLGTP,GMATP
2.03,BLGTP,GNWOR
13.75,BLGTP,HSZTP
2.46,BLGTP,NRDTP
8.54,GBETP,AGATP
8.01,GBETP,BGETP
5.92,GBETP,GAUTP
5.4,GBETP,GESTP
7.07,GBETP,GHSTP
5.83,GBETP,GMHTP
1.86,GBETP,GOSOR
8.38,GBETP,HUNOR
7.25,GBETP,NRSTP
7.42,GBETP,AIBTP
7.54,GBETP,BLATP
5.27,GBETP,GBBTP
4.73,GBETP,GFDTP
2.76,GBETP,GJETP
5.97,GBETP,GMIOR
7.98,GBETP,LLXTP
6.53,GBETP,NUTTP
6.53,GBETP,NUWTP
9.2,GBETP,AKTTP
7.41,GBETP,BLETP
7.41,GBETP,BLMTP
0.32,GBETP,GBCTP
5.68,GBETP,GFMTP
3.9,GBETP,GKITP
5.97,GBETP,GMLTP
2.64,GBETP,GROTP
6.62,GBETP,NAETP
9.86,GBETP,SLOTP
6.41,GBETP,AOETP
7.13,GBETP,BLGTP
0,GBETP,GBETP
7.99,GBETP,GFRTP
5.85,GBETP,GKKTP
4.86,GBETP,GMNTP
6.65,GBETP,GSTTP
6.8,GBETP,NAVTP
6.41,GBETP,AOLTP
10.28,GBETP,CHROR
4.03,GBETP,GBMTP
5.28,GBETP,GGITP
5.93,GBETP,GKLTP
5.22,GBETP,GMRTP
7.09,GBETP,GTUTP
6.69,GBETP,NAMTP
6.69,GBETP,NAWTP
6.9,GBETP,AWDTP
10.63,GBETP,COSTP
6.19,GBETP,GBOTP
1.87,GBETP,GHATP
5.8,GBETP,GKMTP
5.94,GBETP,GMZTP
4.98,GBETP,GWZTP
5.69,GBETP,NGRTP
6.86,GBETP,AWGTP
11.16,GBETP,CRITP
6.63,GBETP,GBWOR
6.38,GBETP,GHBTP
6.7,GBETP,GKSTP
4.48,GBETP,GNBTP
8.5,GBETP,HBSTP
7.21,GBETP,NLBTP
7.67,GBETP,BANTP
10.19,GBETP,CZATP
5.97,GBETP,GBYOR
3.11,GBETP,GHGTP
2,GBETP,GLPTP
2.93,GBETP,GNDOR
10.35,GBETP,HDBTP
6.73,GBETP,NMSTP
10.25,GBETP,CZMTP
2.03,GBETP,GDRTP
3.84,GBETP,GHMTP
3.12,GBETP,GLUTP
0.3,GBETP,GNOOR
10.1,GBETP,HPCTP
6.4,GBETP,NNYTP
7.95,GBETP,BBRTP
6.48,GBETP,GAKTP
5.72,GBETP,GDUTP
2.93,GBETP,GHOTP
6.28,GBETP,GMATP
5.41,GBETP,GNWOR
9.85,GBETP,HSZTP
7.34,GBETP,NRDTP
8.29,GFRTP,AGATP
6,GFRTP,BGETP
3.56,GFRTP,GAUTP
5.05,GFRTP,GESTP
2.62,GFRTP,GHSTP
4.24,GFRTP,GMHTP
6.64,GFRTP,GOSOR
10.21,GFRTP,HUNOR
6.79,GFRTP,NRSTP
4.6,GFRTP,AIBTP
5.4,GFRTP,BLATP
5.21,GFRTP,GBBTP
3.81,GFRTP,GFDTP
5.78,GFRTP,GJETP
2.81,GFRTP,GMIOR
3.35,GFRTP,LLXTP
6.58,GFRTP,NUTTP
6.58,GFRTP,NUWTP
7.69,GFRTP,AKTTP
5.54,GFRTP,BLETP
5.54,GFRTP,BLMTP
7.99,GFRTP,GBCTP
2.85,GFRTP,GFMTP
8.65,GFRTP,GKITP
4.07,GFRTP,GMLTP
9.15,GFRTP,GROTP
6.88,GFRTP,NAETP
8.35,GFRTP,SLOTP
6.77,GFRTP,AOETP
4.91,GFRTP,BLGTP
7.97,GFRTP,GBETP
0,GFRTP,GFRTP
4.55,GFRTP,GKKTP
5.82,GFRTP,GMNTP
2.19,GFRTP,GSTTP
6.97,GFRTP,NAVTP
6.76,GFRTP,AOLTP
9.65,GFRTP,CHROR
7.44,GFRTP,GBMTP
3.36,GFRTP,GGITP
4.55,GFRTP,GKLTP
3.76,GFRTP,GMRTP
2.2,GFRTP,GTUTP
7.02,GFRTP,NAMTP
7.02,GFRTP,NAWTP
8.13,GFRTP,AWDTP
11.7,GFRTP,COSTP
4.45,GFRTP,GBOTP
6.49,GFRTP,GHATP
4.44,GFRTP,GKMTP
2.82,GFRTP,GMZTP
3.41,GFRTP,GWZTP
7.32,GFRTP,NGRTP
8.23,GFRTP,AWGTP
8.86,GFRTP,CRITP
2.2,GFRTP,GBWOR
1.96,GFRTP,GHBTP
2.57,GFRTP,GKSTP
4.22,GFRTP,GNBTP
10.33,GFRTP,HBSTP
7.26,GFRTP,NLBTP
5.75,GFRTP,BANTP
9.57,GFRTP,CZATP
4.08,GFRTP,GBYOR
7.96,GFRTP,GHGTP
6.71,GFRTP,GLPTP
6.37,GFRTP,GNDOR
12.35,GFRTP,HDBTP
5.27,GFRTP,NMSTP
9.62,GFRTP,CZMTP
7.08,GFRTP,GDRTP
4.99,GFRTP,GHMTP
8.94,GFRTP,GLUTP
7.95,GFRTP,GNOOR
11.73,GFRTP,HPCTP
6.06,GFRTP,NNYTP
5.66,GFRTP,BBRTP
5.15,GFRTP,GAKTP
4.84,GFRTP,GDUTP
6.39,GFRTP,GHOTP
2.05,GFRTP,GMATP
5.06,GFRTP,GNWOR
11.68,GFRTP,HSZTP
6.87,GFRTP,NRDTP
9.44,GKKTP,AGATP
2.65,GKKTP,BGETP
5.3,GKKTP,GAUTP
0.91,GKKTP,GESTP
3.06,GKKTP,GHSTP
6.04,GKKTP,GMHTP
5.3,GKKTP,GOSOR
11.23,GKKTP,HUNOR
2.77,GKKTP,NRSTP
7.1,GKKTP,AIBTP
2.02,GKKTP,BLATP
1.07,GKKTP,GBBTP
3.1,GKKTP,GFDTP
4.58,GKKTP,GJETP
2.14,GKKTP,GMIOR
2.49,GKKTP,LLXTP
2.44,GKKTP,NUTTP
2.44,GKKTP,NUWTP
9.48,GKKTP,AKTTP
1.84,GKKTP,BLETP
1.84,GKKTP,BLMTP
5.89,GKKTP,GBCTP
2.15,GKKTP,GFMTP
5.49,GKKTP,GKITP
5.91,GKKTP,GMLTP
6.22,GKKTP,GROTP
2.68,GKKTP,NAETP
10.12,GKKTP,SLOTP
7.79,GKKTP,AOETP
1.53,GKKTP,BLGTP
5.97,GKKTP,GBETP
4.55,GKKTP,GFRTP
0,GKKTP,GKKTP
